"years","sentences","sentences_full","polarity"
1988," derfor bliver det endnu sværere for de unge at vide hvor de skal sætte grænser og for os ældre at vide hvordan vi skal hjælpe dem til det"," derfor bliver det endnu sværere for de unge at vide, hvor de skal sætte grænser, og for os ældre at vide, hvordan vi skal hjælpe dem til det",1.4579945799458
1988," vi vil så gerne være tolerante"," vi vil så gerne være tolerante",2
1988," tolerance er en god egenskab når det betyder at vi vil lytte til andres mening også når det vi får at høre skurrer fælt i vores ører men det er svært for det fordrer egentlig at man selv er klar over hvad man mener og tror og står for"," tolerance er en god egenskab, når det betyder, at vi vil lytte til andres mening, også når det, vi får at høre, skurrer fælt i vores ører men det er svært for det fordrer egentlig, at man selv er klar over, hvad man mener og tror og står for",1.47654320987654
1988," vi er så bange for at tage fejl det vil sige bange for at tage ansvar"," vi er så bange for at tage fejl, det vil sige bange for at tage ansvar",-1.82857142857143
1988," se der var det ansvar"," se, der var det ansvar",1
1988," det er vel ikke ved at blive sådan at ansvar er noget de andre har for det der går galt for en selv ansvar har vi for hinanden men så sandelig også for os selv"," det er vel ikke ved at blive sådan, at ansvar er noget, de andre har for det, der går galt for en selv ansvar har vi for hinanden, men så sandelig også for os selv",1.10810810810811
1988," vi har ansvar for hinanden i familien på arbejdet i samfundet men vi har samtidig ansvar for os selv hele tiden både når vi kan være stolte af hvad vi har udrettet og når vi må skamme os så inderligt"," vi har ansvar for hinanden i familien, på arbejdet, i samfundet men vi har samtidig ansvar for os selv hele tiden, både når vi kan være stolte af, hvad vi har udrettet, og når vi må skamme os så inderligt",1
1988," derfor skal vi alligevel ikke give op og på forhånd fraskrive os vort medansvar for udviklingen eller vores mulighed for at præge den"," derfor skal vi alligevel ikke give op og på forhånd fraskrive os vort medansvar for udviklingen eller vores mulighed for at præge den",1.14285714285714
1988," vi behøver heller ikke beskæmmende at dukke hovedet over vor lidenhed for vort land har i virkelighed en rolle at spille"," vi behøver heller ikke beskæmmende at dukke hovedet over vor lidenhed for vort land har i virkelighed en rolle at spille",-0.300884955752212
1988," der regnes med danmark når der skal ydes akut katastrofehjælp vi er med til at hjælpe på mange måder i mange verdensdele"," der regnes med danmark, når der skal ydes akut katastrofehjælp, vi er med til at hjælpe på mange måder, i mange verdensdele",1.91351351351351
1988," i dette efterår har vi oplevet at fn s fredsbevarende styrker har fået nobels fredspris for 1988"," i dette efterår har vi oplevet, at fn s fredsbevarende styrker har fået nobels fredspris for 1988",0
1988," her har danmark været med fra første færd og i årenes løb har mange danske påtaget sig denne tjeneste"," her har danmark været med fra første færd, og i årenes løb har mange danske påtaget sig denne tjeneste",2
1988," vi kan godt være stolte over deres indsats under vanskelige og uvante forhold jeg sender dem alle en særlig hilsen med ønsket om godt nytår"," vi kan godt være stolte over deres indsats under vanskelige og uvante forhold jeg sender dem alle en særlig hilsen med ønsket om godt nytår",1.63706896551724
1988," rundt omkring i hele verden er der mennesker kendte som ukendte der har deres rødder i danmark og som ved jule og nytårstid sender tanker hjem til dem alle også de danske syd for grænsen går mine nytårsønsker med en tak for hvad de betyder for vort land"," rundt omkring i hele verden er der mennesker, kendte som ukendte, der har deres rødder i danmark, og som ved jule og nytårstid sender tanker hjem til dem alle, også de danske syd for grænsen, går mine nytårsønsker med en tak for, hvad de betyder for vort land",2
1988," også i år bringer jeg en nytårshilsen til grønland og færøerne til by og bygd og til hvert enkelt hjem"," også i år bringer jeg en nytårshilsen til grønland og færøerne til by og bygd og til hvert enkelt hjem",0
1988," min mand og jeg glæder os til i sommer atter at gense grønland og vi håber at der heller ikke vil gå for lang tid før vi igen kan besøge færøerne"," min mand og jeg glæder os til i sommer atter at gense grønland, og vi håber, at der heller ikke vil gå for lang tid, før vi igen kan besøge færøerne",1
1988," danmark er et privilegeret land hvor dagligdagen kan leves fredeligt og roligt derfor gør det et stærkt indtryk på os når ulykke eller vold pludselig bryder det vante mønster"," danmark er et privilegeret land, hvor dagligdagen kan leves fredeligt og roligt derfor gør det et stærkt indtryk på os, når ulykke eller vold pludselig bryder det vante mønster",-1.20689655172414
1988," til alle der har måttet opleve det chok på nærmeste hold går mine tanker i aften det gælder ikke mindst forsvaret og politiet som må leve særlig udsat for at vort land stadig kan være et godt sted at bo"," til alle, der har måttet opleve det chok på nærmeste hold, går mine tanker i aften det gælder ikke mindst forsvaret og politiet, som må leve særlig udsat, for at vort land stadig kan være et godt sted at bo",0.837561374795417
1988," det år der er gået har budt på mange oplevelser for min familie og mig"," det år, der er gået, har budt på mange oplevelser for min familie og mig",0
1988," det jeg særlig vil hæfte mig ved er den varme og venlighed der altid vises os hvor vi end kommer enten der er ved særlige begivenheder eller i det ganske dagligdags"," det jeg særlig vil hæfte mig ved, er den varme og venlighed, der altid vises os, hvor vi end kommer, enten der er ved særlige begivenheder eller i det ganske dagligdags",2
1988," det siger jeg af hjertet tak for"," det siger jeg af hjertet tak for",2
1988," det er den største berigelse for min mand og jeg og det giver vore to sønner både den tryghed og den udfordring som de skal bygge deres tilværelse på"," det er den største berigelse for min mand og jeg og det giver vore to sønner både den tryghed og den udfordring, som de skal bygge deres tilværelse på",0.666666666666667
1988," hjælpsomhed tolerance ansvarlighed det er egenskaber vi gerne vil hendes på"," hjælpsomhed, tolerance, ansvarlighed det er egenskaber, vi gerne vil hendes på",1.20987654320988
1988," man det kræver indføling og selverkendelse hvis det skal have nogen værdi"," man det kræver indføling og selverkendelse, hvis det skal have nogen værdi",2
1988," vi forfærdes når vi hører om mishandling og anden grusomhed ude i verden"," vi forfærdes, når vi hører om mishandling og anden grusomhed ude i verden",-3
1988," åh nej tænker vi hvad mennesker dog gør mod hinanden som om naturens voldsomhed ikke kunne være nok"," åh nej, tænker vi hvad mennesker dog gør mod hinanden som om naturens voldsomhed ikke kunne være nok",-0.597101449275362
1988," men det er ikke kun derude det sker"," men det er ikke kun derude, det sker",0
1988," vi oplever jo også vold og ondskab herhjemme"," vi oplever jo også vold og ondskab herhjemme",-1.24561403508772
1988," og selv om vi fordømmer det véd vi vel inderst inde godt at vi også selv hvis vi var mindre heldigt stillede kunne foretage os noget vi nødig vil kendes ved"," og selv om vi fordømmer det, véd vi vel inderst inde godt, at vi også selv, hvis vi var mindre heldigt stillede, kunne foretage os noget, vi nødig vil kendes ved",0.799019607843137
1988," lad os gå ind i det nye år med øjnene åbne for at vi alle er mennesker på godt og ondt"," lad os gå ind i det nye år med øjnene åbne for, at vi alle er mennesker på godt og ondt",2.25
1988," lad os vise hjælpsomhed og tolerance og ansvarlighed over for andre i erkendelse af at vi selv har behov for at andre gør det samme over for os"," lad os vise hjælpsomhed og tolerance og ansvarlighed over for andre i erkendelse af, at vi selv har behov for, at andre gør det samme over for os",1.16326530612245
1988," lad os gøre det til vort nytårsforsæt og vort nytårsønske for hinanden"," lad os gøre det til vort nytårsforsæt og vort nytårsønske for hinanden",0
1988," gud bevare danmark"," gud bevare danmark",1.56637168141593
1989,"oktober november december og i morgen skriver vi januar på ny","oktober november december, og i morgen skriver vi januar på ny",0
1989," hvor blev de tolv måneder dog af kunne det ikke lige så godt være 1988 eller 1989 som 1990 der står for døren nej ikke to årsskifter er ens men denne gang er det som om det er noget ganske særligt"," hvor blev de tolv måneder dog af kunne det ikke lige så godt være 1988 eller 1989 som 1990, der står for døren nej ikke to årsskifter er ens, men denne gang er det, som om det er noget ganske særligt",-0.457692307692308
1989," åndeløst har vi kunnet opleve hvordan udviklingen har forandret verden omkring os med rivende hast"," åndeløst har vi kunnet opleve, hvordan udviklingen har forandret verden omkring os med rivende hast",1
1989," for vort indre øje genkalder vi os de billeder som aviser og fjernsyn har præsenteret for os"," for vort indre øje genkalder vi os de billeder, som aviser og fjernsyn har præsenteret for os",0
1989," rystende billeder gribende billeder fra alle verdens egne"," rystende billeder, gribende billeder fra alle verdens egne",0
1989," men ingen kan bebrejde os hvis vi især har hæftet os ved hvad der skete i vor nærhed ved opbruddet i østeuropa"," men ingen kan bebrejde os, hvis vi især har hæftet os ved, hvad der skete i vor nærhed ved opbruddet i østeuropa",-2
1989," bevægende er det måske særlig fordi forhistorien blander sig med vore egne oplevelser"," bevægende er det, måske særlig fordi forhistorien blander sig med vore egne oplevelser",-1
1989," den har fulgt os som vi den"," den har fulgt os, som vi den",0
1989," der er jo tale om lande og folk der ikke er langt borte og som altid har tilhørt samme kulturkreds som vi men hvis tilværelse i niere end en menneskealder har været afskåret fra vor virkelighed"," der er jo tale om lande og folk, der ikke er langt borte, og som altid har tilhørt samme kulturkreds som vi, men hvis tilværelse i niere end en menneskealder har været afskåret fra vor virkelighed",1
1989," når vi også ved dette årsskifte i taknemmelighed glæder os over at leve i et samfund og et land hvor frygt og lukkethed ikke er vilkårene bliver glæden så meget dybere fordi vi ved at mange flere nu går ind i det nye år med samme følelser som vore"," når vi også ved dette årsskifte i taknemmelighed glæder os over at leve i et samfund og et land, hvor frygt og lukkethed ikke er vilkårene, bliver glæden så meget dybere, fordi vi ved, at mange flere nu går ind i det nye år med samme følelser som vore",1.69247787610619
1989," for os er det en selvfølgelighed andre steder er det et helt nyt lys der tændes"," for os er det en selvfølgelighed andre steder er det et helt nyt lys, der tændes",1.42477876106195
1989," men glæden kan ikke bortvejre en vis usikkerhed"," men glæden kan ikke bortvejre en vis usikkerhed",0.214092140921409
1989," vi fatter ikke helt hvad der er sket og vi ved ikke rigtig hvad det næste bliver"," vi fatter ikke helt, hvad der er sket, og vi ved ikke rigtig, hvad det næste bliver",2.21428571428571
1989," står vi endelig på tærsklen til en tid hvor frihed og fred internationalt samarbejde og gensidig forståelse og tillid vil sætte varigt præg på denne del af verden der bliver meget at tage fat på også for os"," står vi endelig på tærsklen til en tid, hvor frihed og fred, internationalt samarbejde og gensidig forståelse og tillid vil sætte varigt præg på denne del af verden der bliver meget at tage fat på, også for os",1.505
1989," for vi er jo netop en del af det europa som igen er ved at åbne sig"," for vi er jo netop en del af det europa, som igen er ved at åbne sig",1.03846153846154
1989," der bliver fordomme at revidere der bliver holdrunger at bearbejde der bliver udfordringer at møde"," der bliver fordomme at revidere, der bliver holdrunger at bearbejde, der bliver udfordringer at møde",1
1989," det er nok ingen skade til at se sin egen situation i et andet perspektiv og at standse op et øjeblik og besinde sig på det der samler frem for det der skiller"," det er nok ingen skade til at se sin egen situation i et andet perspektiv, og at standse op et øjeblik og besinde sig på det, der samler, frem for det, der skiller",-2
1989," vi har så meget at være taknemmelige over i danmark"," vi har så meget at være taknemmelige over i danmark",0
1989," vort samfund er rigt vore menneskelige ressourcer er mange"," vort samfund er rigt, vore menneskelige ressourcer er mange",0
1989," vi kan tænke og tale frit alle de grundlæggende rettigheder som man andre steder må kæmpe for at få anerkendt og respekteret kan vi anse for selvfølgelige"," vi kan tænke og tale frit, alle de grundlæggende rettigheder, som man andre steder må kæmpe for at få anerkendt og respekteret, kan vi anse for selvfølgelige",-1
1989," men vi ved jo godt at det kan være anderledes og det er værd at mindes ved indgangen til 50 året for den 9"," men vi ved jo godt, at det kan være anderledes, og det er værd at mindes ved indgangen til 50 året for den 9",1.27272727272727
1989," april"," april",0
1989," frihed og fred er ingen selvfølge og heller ikke omkostninger"," frihed og fred er ingen selvfølge, og heller ikke omkostninger",1.87878787878788
1989," prisen kan være høj hvor høj har vi oplevet i de seneste dage"," prisen kan være høj hvor høj har vi oplevet i de seneste dage",0
1989," der kræves både vovemod og tålmod og hjerter der aldrig bli r tvivlende kolde "," der kræves både vovemod og tålmod og hjerter, der aldrig bli r tvivlende kolde ",2
1989," er det mon en historisk pointe at drachmanns ord fra vores elskede midsommervise skal passe så smukt også i denne situation frihed er ikke en vare der kan bruges op og som man altså må spare på"," er det mon en historisk pointe, at drachmanns ord fra vores elskede midsommervise skal passe så smukt også i denne situation frihed er ikke en vare, der kan bruges op, og som man altså må spare på",0.889230769230769
1989," man kan ikke lægge frihed på lager for så mugner den"," man kan ikke lægge frihed på lager, for så mugner den",2
1989," man kan heller ikke besidde den som noget andre ikke skal have for så er der jo slet ikke tale om frihed"," man kan heller ikke besidde den som noget, andre ikke skal have, for så er der jo slet ikke tale om frihed",-1.7321063394683
1989," for os er frihed uløseligt forbundet med den demokratiske proces hvor meninger udveksles brydes og bøjes mod hinanden"," for os er frihed uløseligt forbundet med den demokratiske proces, hvor meninger udveksles, brydes og bøjes mod hinanden",2
1989," ingen forventer at vi skal ende med at mene det samme eller være aldeles enige om alle spørgsmål og ingen skal forlange det"," ingen forventer, at vi skal ende med at mene det samme eller være aldeles enige om alle spørgsmål, og ingen skal forlange det",-1
1989," men vi skal prøve at forstå hinanden for hvis vi ikke vil lytte til hvad andre siger er debatten meningsløs og hvis vi ikke bestræber os på at bevare følelsen af at høre sammen også i uenigheden går fællesskabet i opløsning"," men vi skal prøve at forstå hinanden, for hvis vi ikke vil lytte til, hvad andre siger, er debatten meningsløs, og hvis vi ikke bestræber os på at bevare følelsen af at høre sammen også i uenigheden, går fællesskabet i opløsning",-0.153310104529617
1989," friheden sikres ikke alene ved nogle ord i en grundlov"," friheden sikres ikke alene ved nogle ord i en grundlov",-1
1989," de giver rammen"," de giver rammen",0
1989," men det afgørende er at vi bruger friheden og er parate til at dele den med hinanden"," men det afgørende er, at vi bruger friheden og er parate til at dele den med hinanden",1
1989," det forudsætter i det store som i det små et medmenneskeligt engagement og en respekt for den enkelte også når han eller hun er anderledes eller mener noget andet"," det forudsætter i det store som i det små et medmenneskeligt engagement og en respekt for den enkelte, også når han eller hun er anderledes eller mener noget andet",1.8
1989," frihed under ansvar taler man om"," frihed under ansvar taler man om",1.8
1989," men det største ansvar er medansvaret det ansvar vi hver især har for hinandens frihed"," men det største ansvar er medansvaret det ansvar vi hver især har for hinandens frihed",1.66666666666667
1989," det ansvar rækker videre end til vort eget ve og vel"," det ansvar rækker videre end til vort eget ve og vel",1.2
1989," derfor er der mange danske rundt omkring i verden som udsendt eller på eget initiativ virker der hvor freden og friheden er truet"," derfor er der mange danske rundt omkring i verden, som udsendt eller på eget initiativ virker der, hvor freden og friheden er truet",1
1989," til dem men også til alle andre hvis rod er i danmark eller i danskheden sender jeg min nytårshilsen og min tak for hvad de gør og hvad de betyder"," til dem, men også til alle andre, hvis rod er i danmark eller i danskheden, sender jeg min nytårshilsen og min tak for, hvad de gør, og hvad de betyder",0
1989," prinsen og jeg var i grønland i sommer det var hjemmestyrets 10 års jubilæum der fejredes"," prinsen og jeg var i grønland i sommer, det var hjemmestyrets 10 års jubilæum, der fejredes",1
1989," de dage blev ikke blot et varmt gensyn men en bekræftelse på hvad hjemmestyre og medansvar betyder"," de dage blev ikke blot et varmt gensyn, men en bekræftelse på, hvad hjemmestyre og medansvar betyder",1.4
1989," vi sender begge vore hjertelige hilsener til grønland og det grønlandske folk med ønsket om et godt nytår"," vi sender begge vore hjertelige hilsener til grønland og det grønlandske folk med ønsket om et godt nytår",2.625
1989," i aften går mine tanker også til færøerne og jeg mindes de mange oplevelser jeg der har fået i årenes løb"," i aften går mine tanker også til færøerne, og jeg mindes de mange oplevelser, jeg der har fået i årenes løb",0
1989," til sommer vil vi sætte kursen mod nordvest og prinsen og jeg glæder os til mødet med færingerne og deres dejlige øer"," til sommer vil vi sætte kursen mod nordvest, og prinsen og jeg glæder os til mødet med færingerne og deres dejlige øer",1.28089887640449
1989," med et på gensyn ønsker vi begge et godt nytår for færøerne og det færøske folk"," med et på gensyn ønsker vi begge et godt nytår for færøerne og det færøske folk",2.625
1989," et godt nytår vil jeg også ønske for alle der virker i offentlig tjeneste"," et godt nytår vil jeg også ønske for alle, der virker i offentlig tjeneste",2.06642512077295
1989," ligesom forsvar og politi er de hver især med til at værne om vort samfund"," ligesom forsvar og politi er de hver især med til at værne om vort samfund",1
1989," at ønske godt nytår er også at sige tak for året der gik"," at ønske godt nytår er også at sige tak for året, der gik",2.06642512077295
1989," den tak gælder hele landet og alle som jeg og min familie personlig har haft kontakt med"," den tak gælder hele landet og alle, som jeg og min familie personlig har haft kontakt med",2
1989," vi har der med at se året som et væsen med en egen personlighed i januar taler vi om det nye år året er ungt fuldt af løfter om nye oplevelser nye uprøvede muligheder"," vi har der med at se året som et væsen med en egen personlighed i januar taler vi om det nye år , året er ungt, fuldt af løfter om nye oplevelser, nye uprøvede muligheder",0
1989," i december er det det gamle år man kan ligefrem se det afbildet som en elendig gamling der hinker ud af døren opbrugt udslidt"," i december er det det gamle år , man kan ligefrem se det afbildet som en elendig gamling, der hinker ud af døren opbrugt, udslidt",-2.31506849315068
1989," men gælder det denne gang passer det på 1989 det var i efterårsmånederne at 1989 satte sine grønneste skud sine mest forjættede blomster"," men gælder det denne gang passer det på 1989 det var i efterårsmånederne, at 1989 satte sine grønneste skud, sine mest forjættede blomster",0
1989," det er som om året blev yngre for hver måned der gik"," det er som om, året blev yngre for hver måned, der gik",0
1989," trods de ugerninger og tragedier vi har kunnet læse om eller selv kan have været vidne til så blev det dog et mærkeår et ungt år det nye år står for døren det vil blive mødt med et håb og forventning"," trods de ugerninger og tragedier, vi har kunnet læse om eller selv kan have været vidne til, så blev det dog et mærkeår, et ungt år det nye år står for døren, det vil blive mødt med et håb og forventning",1.42857142857143
1989," måtte det ikke gøre vore håb til skamme"," måtte det ikke gøre vore håb til skamme",2
1989," måtte det give en frisk start til alle for hvem det forgangne år har været tungt"," måtte det give en frisk start til alle, for hvem det forgangne år har været tungt",1
1989," måtte udviklingen fortsætte så at vi også vil kunne se tilbage på 1990 som et år der er værd at mindes"," måtte udviklingen fortsætte, så at vi også vil kunne se tilbage på 1990 som et år, der er værd at mindes",2
1989," det skal være vort nytårsønske for hinanden"," det skal være vort nytårsønske for hinanden",0
1989," med det ønske siger jeg godt nytår gud bevare danmark"," med det ønske siger jeg godt nytår gud bevare danmark",1.79831932773109
1990,"nytårstid er tilbageblikkets tid og forventningens tid","nytårstid er tilbageblikkets tid og forventningens tid",0
1990," i det gamle rom var janus guden for januar måned udstyret med to ansigter et der så tilbage og et der så frem"," i det gamle rom var janus, guden for januar måned, udstyret med to ansigter, et, der så tilbage, og et, der så frem",0
1990," også vi kan have brug for både at kunne se tilbage og frem"," også vi kan have brug for både at kunne se tilbage og frem",0
1990," hvad gav det gamle år hvad vil det nye bringe sjældent er et nyt år blevet mødt med større forventning end året 1990 og det blev virkelig et skelsættende år for vor del af verden et år der indfriede mange forventninger selv de dristigste både hurtigere og mere gennemgribende end vi havde troet muligt"," hvad gav det gamle år hvad vil det nye bringe sjældent er et nyt år blevet mødt med større forventning end året 1990 og det blev virkelig et skelsættende år for vor del af verden, et år, der indfriede mange forventninger, selv de dristigste, både hurtigere og mere gennemgribende, end vi havde troet muligt",1.0188679245283
1990," mure blev nedbrudt og skel vi troede uoverstigelige forsvandt"," mure blev nedbrudt, og skel, vi troede uoverstigelige, forsvandt",-1.375
1990," spændinger der syntes at låse alt fast i en sprængfarlig balance blev løst op det blev forår med tøbrud efter en lang lang vinter"," spændinger, der syntes at låse alt fast i en sprængfarlig balance, blev løst op det blev forår med tøbrud efter en lang, lang vinter",0.735449735449735
1990," meget kom frem i dagens lys om undertrykkelse og om menneskelig afmagt men også om menneskers håb og vilje til at overleve"," meget kom frem i dagens lys, om undertrykkelse og om menneskelig afmagt, men også om menneskers håb og vilje til at overleve",0.885852090032154
1990," selv i danmark hvor vi vel mest har været tilskuere til begivenhederne føler vi det som en befrielse"," selv i danmark, hvor vi vel mest har været tilskuere til begivenhederne, føler vi det som en befrielse",2
1990," vi havde igennem mange år næsten stirret os blinde på de mure som spærrede af for udsynet"," vi havde igennem mange år næsten stirret os blinde på de mure, som spærrede af for udsynet",0
1990," de skabte en afstand som stod i skærende kontrast til de geografiske forhold og gjorde os mere fremmede for hinanden end vi vist havde været på noget andet tidspunkt i europas brogede historie"," de skabte en afstand, som stod i skærende kontrast til de geografiske forhold og gjorde os mere fremmede for hinanden, end vi vist havde været på noget andet tidspunkt i europas brogede historie",0
1990," nu kan mennesker igen mødes og færdes frit og uden frygt og med egne øjne se de steder som de kun kendte fra bøgernes billeder og fra ældre folks beretninger"," nu kan mennesker igen mødes og færdes frit og uden frygt, og med egne øjne se de steder, som de kun kendte fra bøgernes billeder og fra ældre folks beretninger",-2
1990," vi kan genfinde gamle bånd og knytte dem sammen på ny"," vi kan genfinde gamle bånd og knytte dem sammen på ny",0
1990," vi fornemmer alle at vor verdensdel europa er ved at blive hel igen"," vi fornemmer alle, at vor verdensdel, europa, er ved at blive hel igen",0
1990," det var den glædelige gave som 1990 skænkede os"," det var den glædelige gave, som 1990 skænkede os",2
1990," blev verden så bedre smukkere tryggere i løbet af 1990 hele verden ikke kun vort hjørne af den nej bliver svaret på det spørgsmål"," blev verden så bedre, smukkere, tryggere i løbet af 1990 hele verden, ikke kun vort hjørne af den nej, bliver svaret på det spørgsmål",0.673780487804878
1990," det er som om konflikter bryder ud på nye steder hver gang et stridsforhold bliver bilagt mens andre ulmer videre under asken konflikter der synes at angå fjerne egne og folkeslag men som alligevel kan gribe ind også i vores tilværelse i vores dagligdag og som gør os ængstelige for fremtiden"," det er, som om konflikter bryder ud på nye steder, hver gang et stridsforhold bliver bilagt, mens andre ulmer videre under asken, konflikter, der synes at angå fjerne egne og folkeslag, men som alligevel kan gribe ind også i vores tilværelse, i vores dagligdag, og som gør os ængstelige for fremtiden",-0.36283185840708
1990," konflikter må kunne løses med lidt fornuft siger vi"," konflikter må kunne løses med lidt fornuft, siger vi",1
1990," men konflikter er menneskelige modsætninger der dybest set afspejler modsætningerne i det enkelte menneske"," men konflikter er menneskelige modsætninger, der dybest set afspejler modsætningerne i det enkelte menneske",0
1990," for vi mennesker er nogle uberegnelige størrelser"," for vi mennesker er nogle uberegnelige størrelser",0
1990," vi ved det fra os selv"," vi ved det fra os selv",0
1990," mennesker er i stand til at lægge de værste egenskaber for dagen for i næste øjeblik at vise storsind og næstekærlighed og offervilje"," mennesker er i stand til at lægge de værste egenskaber for dagen for i næste øjeblik at vise storsind og næstekærlighed og offervilje",2
1990," vi må indse at vi lever i denne vekslen mellem lys og mørke derfor må vi glæde os så meget mere hver gang vi oplever noget som vi fornemmer giver ny næring til lyset og håbet"," vi må indse, at vi lever i denne vekslen mellem lys og mørke, derfor må vi glæde os så meget mere hver gang, vi oplever noget, som vi fornemmer giver ny næring til lyset og håbet",1.24784853700516
1990," tilværelsen i danmark er ikke problemløs"," tilværelsen i danmark er ikke problemløs",2
1990," også blandt os kan mennesker have det svært"," også blandt os kan mennesker have det svært",0
1990," det gælder dem der er blevet ramt af sygdom eller sorg dem der er uden arbejde eller unge der ikke har kunnet komme i gang med en uddannelse"," det gælder dem, der er blevet ramt af sygdom eller sorg, dem der er uden arbejde, eller unge der ikke har kunnet komme i gang med en uddannelse",-1
1990," sammenligner vi os med andre egne af verden også med lande som slet ikke ligger langt herfra må vi dog sige at vi er privilegerede"," sammenligner vi os med andre egne af verden, også med lande, som slet ikke ligger langt herfra, må vi dog sige, at vi er privilegerede",-2.5
1990," vi lever stadig i et blomstrende land et velordnet samfund"," vi lever stadig i et blomstrende land, et velordnet samfund",2
1990," vi skal ikke efter årtiers ørkesløs indsats til at begynde forfra og bygge alt op fra grunden"," vi skal ikke efter årtiers ørkesløs indsats til at begynde forfra og bygge alt op fra grunden",1.40828402366864
1990," vi råder over næsten alle de materielle ressourcer man kan ønske sig skulle vi ikke have de menneskelige også skal man virkelig med grund sige om os at vi har skabt en tid der er kold og som kun regner med stræberen og den blanke succes vi kan ikke ofte nok minde hinanden om at selv om vi ikke personlig kan råde bod på alle ulykker eller afhjælpe alle savn så kan vi heller ikke overlade hele ansvaret til det offentlige til samfundet"," vi råder over næsten alle de materielle ressourcer, man kan ønske sig, skulle vi ikke have de menneskelige også skal man virkelig med grund sige om os, at vi har skabt en tid, der er kold, og som kun regner med stræberen og den blanke succes vi kan ikke ofte nok minde hinanden om, at selv om vi ikke personlig kan råde bod på alle ulykker eller afhjælpe alle savn, så kan vi heller ikke overlade hele ansvaret til det offentlige, til samfundet",0.2181146025878
1990," hver især må vi vare med til at udbrede lidt mere varme lidt større glæde"," hver især må vi vare med til at udbrede lidt mere varme, lidt større glæde",3
1990," det skal ikke gælde bare vore nærmeste og vor egen snævre kreds"," det skal ikke gælde bare vore nærmeste og vor egen snævre kreds",1
1990," vi kan give så meget videre ved et smil et venligt blik eller en bemærkning også til dem vi ikke kender personligt"," vi kan give så meget videre ved et smil, et venligt blik eller en bemærkning også til dem, vi ikke kender personligt",1
1990," den overraskende opmuntring den uventede glæde er somme tider den der varmer mest det har vi vist alle oplevet"," den overraskende opmuntring, den uventede glæde er somme tider den, der varmer mest, det har vi vist alle oplevet",2.69230769230769
1990," på selve nytårsaften at kunne henvende mig direkte til så mange føler jeg hvert som en forpligtelse og glæde"," på selve nytårsaften at kunne henvende mig direkte til så mange, føler jeg hvert som en forpligtelse og glæde",1.71287128712871
1990," det giver mig mulighed for at takke enhver i det danske samfund for hvad de yder for vort land i stort som småt og føje mine gode nytårshilsener til"," det giver mig mulighed for at takke enhver i det danske samfund for, hvad de yder for vort land i stort som småt, og føje mine gode nytårshilsener til",2.18047337278107
1990," mange danske må fejre jul og nytår uden for landet og fjernt fra den hjemlige kreds"," mange danske må fejre jul og nytår uden for landet og fjernt fra den hjemlige kreds",3
1990," de skal vide at vi alle tænker på dem"," de skal vide, at vi alle tænker på dem",1
1990," enten det er af pligt eller efter eget valg må savnet føles stærkt netop denne aften både for dem selv og for familie og venner derhjemme"," enten det er af pligt eller efter eget valg, må savnet føles stærkt netop denne aften, både for dem selv og for familie og venner derhjemme",2
1990," jeg bringer min og min families særlige nytårshilsen til alle ikke mindst til dem der forretter tjeneste under fn s flag og til alle om bord i korvetten olfert fischer "," jeg bringer min og min families særlige nytårshilsen til alle, ikke mindst til dem, der forretter tjeneste under fn s flag og til alle om bord i korvetten olfert fischer ",0
1990," jeg er stolt af at der lægges mærke til deres indsats og at de er gode repræsentanter for danmark"," jeg er stolt af, at der lægges mærke til deres indsats, og at de er gode repræsentanter for danmark",2.26190476190476
1990," mine varmeste nytårshilsener går også til grønland og det grønlandske samfund og til færøerne med en særlig tak for al gæstfrihed der blev vist prinsen og mig under vort besøg i sommer og i november da jeg var med til bispevielsen i tórshavn"," mine varmeste nytårshilsener går også til grønland og det grønlandske samfund og til færøerne med en særlig tak for al gæstfrihed, der blev vist prinsen og mig under vort besøg i sommer, og i november, da jeg var med til bispevielsen i tórshavn",1.55555555555556
1990," jeg ønsker at 1991 må blive et godt år for både det grønlandske og det færøske folk"," jeg ønsker, at 1991 må blive et godt år for både det grønlandske og det færøske folk",2.625
1990," tankerne går også til de mange syd for grænsen hvis rod er i danmark eller i danskheden"," tankerne går også til de mange syd for grænsen, hvis rod er i danmark eller i danskheden",-2
1990," måtte de finde styrke og glæde ved at fastholde deres tilknytning til danmark og til alt hvad der er dansk også i det europa som nu tegner sig"," måtte de finde styrke og glæde ved at fastholde deres tilknytning til danmark og til alt, hvad der er dansk, også i det europa, som nu tegner sig",2.33333333333333
1990," i tilbageblikket består et år af de begivenheder der gjorde indtryk på os ikke mindst de helt personlige de hvor andre mennesker greb berigende ind i vor tilværelse og gav den nye dimensioner"," i tilbageblikket består et år af de begivenheder, der gjorde indtryk på os, ikke mindst de helt personlige, de hvor andre mennesker greb berigende ind i vor tilværelse og gav den nye dimensioner",2.28
1990," det føler vi en umiddelbar trang til at sige tak for"," det føler vi en umiddelbar trang til at sige tak for",1.60952380952381
1990," ingen lejlighed er mig bedre egnet til at sige personligt tak end netop den sidste aften i det år hvor jeg fyldte halvtreds"," ingen lejlighed er mig bedre egnet til at sige personligt tak end netop den sidste aften i det år, hvor jeg fyldte halvtreds",1.94224924012158
